City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
0,Ullal,12.8,74.85,76.15,94,75,0.0,IN,mist
1,Chuy,-33.6971,-53.4616,48.16,80,0,5.39,UY,clear sky
2,Roald,62.5833,6.1333,63.34,77,20,19.57,NO,few clouds
3,Port Alfred,-33.5906,26.891,59.88,26,0,9.4,ZA,clear sky
4,Kapaa,22.0752,-159.319,84.52,76,75,3.0,US,light rain
5,Bluff,-46.6,168.3333,44.8,92,99,5.17,NZ,overcast clouds
6,Puerto Ayora,-0.7393,-90.3518,72.55,93,91,5.99,EC,overcast clouds
7,Fort Nelson,58.8053,-122.7002,47.79,87,90,5.75,CA,moderate rain
8,Ribeira Grande,38.5167,-28.7,67.64,67,71,13.02,PT,broken clouds
9,Yellowknife,62.456,-114.3525,54.32,43,75,1.01,CA,broken clouds
10,Hope,33.6671,-93.5916,91.45,55,100,6.35,US,overcast clouds
11,Hobart,-42.8794,147.3294,43.02,95,75,1.01,AU,broken clouds
12,Punta Arenas,-53.15,-70.9167,35.71,93,75,8.05,CL,mist
13,Russell,32.3502,-85.1999,91.11,58,20,8.05,US,few clouds
14,Fukue,32.6881,128.8419,77.81,79,10,12.06,JP,clear sky
15,Barrow,71.2906,-156.7887,46.42,81,90,17.27,US,overcast clouds
16,Ancud,-41.8697,-73.8203,47.73,75,18,9.82,CL,few clouds
17,Tabou,4.423,-7.3528,76.66,83,98,12.19,CI,light rain
18,Kachug,53.9606,105.8817,61.88,77,100,2.28,RU,overcast clouds
19,El Alto,-4.2714,-81.2147,69.46,72,13,18.92,PE,few clouds
20,Saskylakh,71.9167,114.0833,41.58,83,100,10.0,RU,overcast clouds
21,Lasem,-6.6922,111.4527,74.62,78,100,5.73,ID,overcast clouds
22,Bredasdorp,-34.5322,20.0403,42.12,87,1,5.75,ZA,clear sky
23,Alyangula,-13.8483,136.4192,64.27,94,100,3.44,AU,overcast clouds
24,Kodiak,57.79,-152.4072,63.43,67,65,0.85,US,broken clouds
25,Cape Town,-33.9258,18.4232,54.12,99,0,4.61,ZA,mist
26,Tra Vinh,9.9347,106.3453,74.28,92,72,4.72,VN,broken clouds
27,Saquena,-4.6667,-73.5167,85.8,64,46,1.9,PE,scattered clouds
28,Kulhudhuffushi,6.6221,73.07,81.73,79,17,12.08,MV,few clouds
29,Castro,-24.7911,-50.0119,56.77,98,100,3.74,BR,light rain
30,Albany,42.6001,-73.9662,86.61,62,77,11.25,US,broken clouds
31,Butaritari,3.0707,172.7902,83.66,78,65,17.52,KI,light rain
32,Buala,-8.145,159.5921,83.17,78,41,11.27,SB,light rain
33,Sao Felix Do Xingu,-6.6447,-51.995,84.49,40,26,0.58,BR,scattered clouds
34,Bathsheba,13.2167,-59.5167,83.01,78,40,14.97,BB,scattered clouds
35,Airai,-8.9266,125.4092,55.67,60,55,2.75,TL,broken clouds
36,Phan Thiet,10.9333,108.1,76.6,87,83,9.42,VN,broken clouds
37,Busselton,-33.65,115.3333,46.04,78,100,1.1,AU,overcast clouds
38,Tura,25.5198,90.2201,73.76,98,100,5.82,IN,overcast clouds
39,Baoning,25.3378,110.026,76.86,88,0,0.0,CN,clear sky
40,Hithadhoo,-0.6,73.0833,83.07,75,78,11.36,MV,broken clouds
41,Marovoay,-16.1,46.6333,69.94,65,22,3.44,MG,few clouds
42,Kautokeino,69.0125,23.0412,52.0,64,100,17.36,NO,overcast clouds
43,Pevek,69.7008,170.3133,37.72,89,47,10.96,RU,scattered clouds
44,Atuona,-9.8,-139.0333,77.81,75,42,23.35,PF,light rain
